ORIGIN_AIRPORT_ID,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
10052,Ptarmigan Lake Airport,61.86611111,-141.1597222
10053,Cape Simpson Airport,71.05694444,-154.7283333
10054,Kogru River Airport,70.57611111,-152.2711111
10054,Kogru River Airport,70.57472222,-152.2588889
10055,Teshepkuk Lake Airport,70.35833333,-153.1966667
10056,Trident Basin Seaplane Base,57.78083333,-152.3911111
10058,Lake Florence Airport,57.81666667,-134.5833333
10059,Lake Hasselborg Airport,57.7,-134.2666667
10060,Distin Lake Airport,57.61666667,-134.3666667
10061,Port Hobron Airport,57.15,-153.15
10062,Mooseville Airstrip Airport,70.28444444,-152.2119444
10063,Big Bay Airport,58.5625,-152.5961111
10064,Wien Lake Airport,64.35277778,-151.275
10065,Silver Salmon Creek Airport,59.96388889,-152.6822222
10066,Blear Lake Airport,64.33333333,-147.5
10067,Cannery Bay Airport,53.68333333,-166.75
10069,Johnsons Landing,56.03666667,-160.2661111
10070,International Seafoods Airport,58.26666667,-157.5333333
10070,International Seafoods Airport,58.26666667,-157.5333333
10071,Cosna River Airport,64.5,-151.6666667
10072,Ivatuk Airport,68.48777778,-155.7575
10074,Cape Sarichef AFS,54.58333333,-164.9125
10074,Cape Sarichef Airport,54.5825,-164.9144444
10075,Taylor Mountain,60.86777778,-157.3919444
10076,Coal Creek,65.31111111,-143.1352778
10076,Coal Creek,65.31138889,-143.1355556
10076,Coal Creek,65.31166667,-143.1341667
10076,Coal Creek,65.31138889,-143.1355556
10076,Coal Creek,65.31166667,-143.1341667
10078,Karluk Portage Airport,57.53833333,-154.1644444
10079,Hope Airport,60.90555556,-149.6238889
10079,Hope Airport,60.90416667,-149.6238889
10079,Hope Airport,60.90722222,-149.6227778
10079,Hope Airport,60.90416667,-149.6238889
10079,Hope Airport,60.90722222,-149.6227778
10080,Viekoda Bay Airport,57.84944444,-153.1152778
10082,Cathedral Strip,55.74,-162.1252778
10083,Village Islands Airport,57.77416667,-153.5447222
10084,Bear Cove Farm,59.73833333,-151.03
10085,Chinitna Bay Airport,59.83333333,-152.5847222
10086,McKinley National Park,63.7325,-148.9105556
10087,Dog Fish Bay,59.24111111,-151.8772222
10088,Malina Bay Airport,58.17194444,-152.8941667
10089,Red Fox Bay Airport,58.46444444,-152.5930556
10090,Shearwater Airport,57.34333333,-152.8972222
10091,Lake,71.03,-154.4436111
10092,Cape Simpson No. 1,71.50166667,-154.0338889
10093,Cape Simpson No. 7,70.57388889,-155.3213889
10094,Cape Simpson #1,70.66277778,-154.8366667
10095,Nikiski Private Airstrip,60.69027778,-151.2888889
10096,Petrof Point Airport,59.37638889,-150.765
10097,Denali West Lodge Private,63.75555556,-147.93
10098,Big River Airport,61.85944444,-154.2766667
10100,Carry Inlet Airport,58.58305556,-152.4458333
10102,Montague Island Airport,59.925,-147.5166667
10103,Shannon Pond Airport,59.03916667,-158.4638889
10104,Omalik Lagoon Airport,69.15555556,-163.4972222
10105,Omolik Lagoon Airport,69.14805556,-163.5102778
10106,Bradley Lake Project Airport,59.79166667,-151.2666667
10107,Ice Strip,70.57416667,-155.3180556
10108,Ice Strip,70.31194444,-153.2491667
10109,Ice Strip,70.98083333,-157.095
10110,Akulik Air Strip,68.98555556,-163.4797222
10111,Deadfall Air Strip,69.17083333,-163.2563889
10112,Eagle Creek Airport,68.67666667,-162.6469444
10113,Ice Kong,59.95277778,-162.6169444
10116,Glacier Split,59.63333333,-151.2083333
10117,Selby Lake Airport,66.95583333,-155.615
10118,Anaa Airport,-17.35388889,-145.5097222
10118,Anaa Airport,-17.3525,-145.51
10119,Arrabury Station,-26.7,141.0416667
10120,El Arish International,31.07638889,33.83333333
10120,El Arish International,31.07333333,33.83583333
10121,Rabah Bitat,36.82166667,7.81
10121,Rabah Bitat,36.82222222,7.80944444
10121,Rabah Bitat,36.82944444,7.81388889
10122,Apalachicola Regional,29.7275,-85.0275
10122,Apalachicola Regional Cleve Randolph Field,29.7275,-85.0275
10122,Apalachicola Regional,29.7275,-85.0275
10122,Apalachicola Regional Cleve Randolph Field,29.7275,-85.0275
10123,Aachen/Merzbruck,50.82305556,6.18611111
10123,Aachen/Merzbruck,50.82305556,6.18611111
10123,Aachen/Merzbruck,50.82305556,6.1875
10123,Aachen Merzbrueck,50.82305556,6.1875
10123,Aachen Merzbruck,50.82305556,6.1875
10123,Aachen Merzbrueck,50.82305556,6.1875
10124,Arraias Airport,-12.91666667,-46.93333333
10124,Arraias Airport,-13.025,-46.88416667
10124,Arraias Airport,-13.02583333,-46.88361111
10124,Arraias Airport,-13.025,-46.88416667
10124,Arraias Airport,-13.02583333,-46.88361111
10125,Aalborg Airport,57.09305556,9.85
10125,Aalborg Airport,57.09277778,9.84916667
10125,Aalborg Airport,57.09416667,9.85583333
10126,Malamala,-24.80833333,31.54166667
10126,Malamala,-24.81694444,31.54416667
10127,Al Ain International,24.26166667,55.60916667
10127,Al Ain International,24.26194444,55.6075
10127,Al Ain International,24.26166667,55.60916667
10128,Anaco Airport,9.43194444,-64.46388889
10128,Anaco Airport,9.43027778,-64.47083333
10128,Anaco Airport,9.43,-64.47083333
10128,Anaco Airport,9.43027778,-64.47083333
10128,Anaco Airport,9.43,-64.47083333
10129,Vityazevo,44.9,37.31666667
10129,Vityazevo,45.00222222,37.34722222
10129,Anapa Airport,45.00222222,37.34722222
10129,Vityazevo,45.00222222,37.34722222
10130,Tirstrup,56.31027778,10.61805556
10130,Tirstrup,56.30388889,10.62
10130,Aarhus Airport,56.3,10.61888889
10131,Asau W Sam,-13.51666667,-172.65
10132,Araxa Airport,-19.56805556,-46.92916667
10132,Araxa Airport,-19.56333333,-46.96027778
10132,Romeu Zema,-19.56333333,-46.96027778
10134,Abadan Airport,30.36611111,48.23222222
10134,Abadan Airport,30.36611111,48.23222222
10134,Abadan Airport,30.36527778,48.23305556
10135,Lehigh Valley International,40.65472222,-75.43833333
10135,Lehigh Valley International,40.65222222,-75.44027778
10135,Lehigh Valley International,40.65222222,-75.44055556
10135,Lehigh Valley International,40.65222222,-75.44027778
10135,Lehigh Valley International,40.65222222,-75.44055556
10135,Lehigh Valley International,40.6525,-75.44027778
10136,Abilene Regional,32.40944444,-99.67972222
10136,Abilene Regional,32.41111111,-99.68166667
10136,Abilene Regional,32.41138889,-99.68194444
10137,Abidjan Felix Houphouet Boigny International,5.25555556,-3.92916667
10137,Abidjan Felix Houphouet Boigny International,5.26138889,-3.92583333
10137,Felix Houphouet Boigny Abidjan,5.26138889,-3.92583333
10137,Felix Houphouet Boigny Abidjan International,5.26138889,-3.92583333
10137,Abidjan Felix Houphouet Boigny International,5.26138889,-3.92583333
10137,Felix Houphouet Boigny Abidjan International,5.26138889,-3.92583333
10138,Kabri Dar Airport,6.73388889,44.26611111
10138,Kebri Dahar,6.73277778,44.24166667
10138,Kebri Dahar,6.73277778,44.24138889
10138,Kebri Dahar,6.73277778,44.24166667
10138,Kebri Dahar,6.73277778,44.24138889
10139,Ambler River,67.0875,-157.8458333
10140,Albuquerque International Sunport,35.04166667,-106.6063889
10140,Albuquerque International Sunport,35.04027778,-106.6091667
10140,Albuquerque International Sunport,35.03888889,-106.6083333
10140,Albuquerque International Sunport,35.04027778,-106.6091667
10140,Albuquerque International Sunport,35.03888889,-106.6083333
10141,Aberdeen Regional,45.44972222,-98.42166667
10141,Aberdeen Regional,45.44916667,-98.42194444
10141,Aberdeen Regional,45.44833333,-98.4225
10141,Aberdeen Regional,45.44666667,-98.4225
10141,Aberdeen Regional,45.44916667,-98.42194444
10141,Aberdeen Regional,45.44666667,-98.4225
10142,Abu Simbel Airport,22.37222222,31.61527778
10142,Abu Simbel Airport,22.37472222,31.60944444
10142,Abu Simbel Airport,22.37583333,31.61166667
10142,Abu Simbel Airport,22.37472222,31.60944444
10142,Abu Simbel Airport,22.37583333,31.61166667
10143,Al-Baha Airport,20.29611111,41.63416667
10143,Al-Baha Airport,20.29611111,41.63416667
10143,King Saud Bin Abdulaziz,20.29611111,41.63416667
10143,Al Baha,20.29611111,41.63416667
10143,King Saud Bin Abdulaziz,20.29611111,41.63416667
10143,King Saud Bin Abdulaziz,20.29833333,41.63583333
10144,Abuja Nnamdi Azikiwe International,9.00555556,7.26611111
10144,Abuja Nnamdi Azikiwe International,9.00666667,7.26305556
10144,Nnamdi Azikiwe International,9.00666667,7.26305556
10144,Abuja Nnamdi Azikiwe International,9.00666667,7.26305556
10144,Nnamdi Azikiwe International,9.00666667,7.26305556
10145,Albury Airport,-36.06833333,146.9766667
10145,Albury Airport,-36.06777778,146.9580556
10146,Southwest Georgia Regional,31.53222222,-84.19611111
10146,Southwest Georgia Regional,31.53555556,-84.19444444
10147,Aberdeen Dyce,57.20416667,-2.19861111
10147,Aberdeen Dyce,57.20194444,-2.19777778
10147,Aberdeen Dyce,57.2025,-2.19805556
10147,Aberdeen Dyce,57.20361111,-2.19916667
10147,Aberdeen Dyce,57.20194444,-2.19777778
10147,Aberdeen Dyce,57.20361111,-2.19916667
10148,General Juan N Alvarez International,16.75555556,-99.76694444
10148,General Juan N Alvarez International,16.75694444,-99.75388889
10149,Antrim County,44.98472222,-85.19916667
10149,Antrim County,44.98861111,-85.19833333
10150,Accra Kotoka International,5.59527778,-0.17083333
10150,Accra Kotoka International,5.60444444,-0.1675
10151,Lanzarote,28.9425,-13.60472222
10151,Lanzarote,28.94555556,-13.60527778
10152,St Gallen Altenrhein,47.48527778,9.56
10152,St Gallen Altenrhein,47.485,9.56
10153,Alderney Airport,49.70694444,-2.21527778
10153,Alderney Airport,49.70611111,-2.21472222
10153,Alderney Airport,49.70666667,-2.21444444
10153,Alderney Airport,49.70666667,-2.21472222
10153,Alderney Airport,49.70611111,-2.21472222
10153,Alderney Airport,49.70666667,-2.21472222
10153,Alderney Airport,49.70694444,-2.21472222
10154,Nantucket Memorial,41.25666667,-70.05972222
10154,Nantucket Memorial,41.25305556,-70.06027778
10154,Nantucket Memorial,41.25305556,-70.06
10154,Nantucket Memorial,41.25305556,-70.06027778
10154,Nantucket Memorial,41.25305556,-70.06
10155,Waco Regional,31.61138889,-97.22861111
10155,Waco Regional,31.61222222,-97.23027778
10156,Achutupo Airport,8.43333333,-77.96666667
10157,Arcata,40.97916667,-124.1075
10157,Arcata,40.97805556,-124.1086111
10157,Arcata,40.97777778,-124.1083333
10157,California Redwood Coast Humboldt County,40.97777778,-124.1083333
10157,Arcata,40.97805556,-124.1086111
10157,California Redwood Coast Humboldt County,40.97777778,-124.1083333
10158,Nafec Atlantic City,39.45611111,-74.57805556
10158,Nafec Atl,39.45666667,-74.57777778
10158,Atlantic City International,39.4575,-74.57805556
10158,Atlantic City International,39.4575,-74.57722222
10159,Adana Sakirpasa,36.98361111,35.28083333
10159,Adana International,36.98222222,35.28027778
10160,Adnan Menderes,38.29472222,27.16
10160,Adnan Menderes,38.29222222,27.15583333
10161,Andakombe Airport,-7.13611111,145.7441667
10161,Andakombe Airport,-7.13638889,145.7438889
10161,Andakombe Airport,-7.13722222,145.745
10162,Haile Selassie I International,8.97805556,38.79944444
10162,Bole International,8.97805556,38.79944444
10163,Aden International,12.82777778,45.03055556
10163,Aden International,12.83444444,45.02888889
10163,Aden International,12.82944444,45.02888889
10164,King Abdullah Ben,31.97222222,35.99
10164,Marka International,31.97222222,35.99
10164,Marka International,31.97277778,35.99166667
10165,Adak NS,51.88277778,-176.6447222
10165,Adak,51.87805556,-176.6461111
10165,Adak,51.87805556,-176.6458333
10165,Adak,51.88361111,-176.6425
10165,Adak,51.87805556,-176.6461111
10165,Adak,51.88361111,-176.6425
10166,Adelaide International,-34.94833333,138.5347222
10166,Adelaide International,-34.945,138.5305556
10167,Ardmore Municipal,34.30305556,-97.01972222
10167,Ardmore Municipal,34.30416667,-97.02055556
10167,Ardmore Municipal,34.30388889,-97.02055556
10167,Ardmore Municipal,34.30416667,-97.02055556
10167,Ardmore Municipal,34.30388889,-97.02055556
10168,Andes Airport,5.66666667,-75.88333333
10168,Andes Airport,5.69805556,-75.87972222
10168,Andes Airport,5.69777778,-75.88027778
10168,Andes Airport,5.69805556,-75.87972222
10168,Andes Airport,5.69777778,-75.88027778
10169,Andamooka Airport,-30.43777778,137.1372222
10170,Kodiak Airport,57.75,-152.4938889
10170,Kodiak Airport,57.74972222,-152.4938889
10170,Kodiak Airport,57.75,-152.4938889
10170,Kodiak Airport,57.74972222,-152.4938889
10171,Addison,32.96833333,-96.83611111
10171,Addison,32.96861111,-96.83638889
10172,Andrews AFB,38.81083333,-76.86722222
10172,Andrews AFB,38.81083333,-76.86694444
10172,Joint Base Andrews,38.81083333,-76.86694444
10172,Andrews AFB,38.81083333,-76.86694444
10172,Joint Base Andrews,38.81083333,-76.86694444
10173,RAF Leuchars,56.37277778,-2.86833333
10173,RAF Leuchars,56.37277778,-2.86861111
10173,RAF Leuchars,56.37416667,-2.86861111
10173,RAF Leuchars,56.37277778,-2.86833333
10173,RAF Leuchars,56.37416667,-2.86861111
10174,San Andres,12.58333333,-81.7
10174,Sesquicentenario,12.58305556,-81.71166667
10174,Gustavo Rojas Pinilla,12.58361111,-81.71138889
10175,Al Dhafra Air Base,24.24833333,54.54777778
10176,Aleneva Airport,58.03333333,-152.9
10177,Aek Godang,1.4,99.43055556
10178,Abeche Airport,13.85138889,20.85083333
10178,Abeche Airport,13.84694444,20.84361111
10178,Abeche Airport,13.8475,20.84333333
10180,Aioun El Atrouss Airport,16.70916667,-9.63555556
10180,Aioun El Atrouss Airport,16.71138889,-9.63777778
10181,Aeroparque Jorge Newbery,-34.55888889,-58.41583333
10181,Aeroparque Jorge Newbery,-34.55916667,-58.41583333
10182,Adler/Sochi Airport,43.45,39.93333333
10182,Adler/Sochi Airport,43.45,39.93333333
10183,Vigra,62.5625,6.10527778
10183,Vigra,62.56111111,6.11416667
10183,Vigra,62.56027778,6.11027778
10184,Allakaket Airport,66.56166667,-152.6583333
10184,Allakaket Airport,66.55194444,-152.6222222
10185,England AFB,31.32416667,-92.54694444
10185,Alexandria International,31.3275,-92.54861111
10186,Akureyri Airport,65.65694444,-18.07222222
10186,Akureyri Airport,65.66,-18.07277778
10186,Akureyri Airport,65.65666667,-18.07194444
10186,Akureyri Airport,65.66,-18.07277778
10186,Akureyri Airport,65.65666667,-18.07194444
10188,San Rafael Airport,-34.58916667,-68.40055556
10188,San Rafael Airport,-34.58777778,-68.40333333
10188,San Rafael Airport,-34.58861111,-68.40277778
10188,San Rafael Airport,-34.58777778,-68.40361111
10188,San Rafael Airport,-34.58777778,-68.40333333
10188,San Rafael Airport,-34.58777778,-68.40361111
10189,USAF Academy Airfield,38.96972222,-104.8125
10189,USAF Academy Airfield,38.96972222,-104.8127778
10189,USAF Academy Airfield,38.97416667,-104.8177778
10189,USAF Academy Airfield,38.96972222,-104.8127778
10189,USAF Academy Airfield,38.97416667,-104.8177778
10190,Nebraska City Municipal,40.60694444,-95.86583333
10190,Nebraska City Municipal,40.60555556,-95.86777778
10190,Nebraska City Municipal,40.60638889,-95.86666667
10190,Nebraska City Municipal,40.60666667,-95.86666667
10190,Nebraska City Municipal,40.60555556,-95.86777778
10190,Nebraska City Municipal,40.60666667,-95.86666667
10191,Afton Municipal,42.71666667,-110.9333333
10191,Afton Municipal,42.70888889,-110.9422222
10192,Anson County,35.02388889,-80.08138889
10192,Anson County,35.02055556,-80.07722222
10192,Anson County Jeff Cloud Field,35.02055556,-80.07722222
10192,Anson County,35.02055556,-80.07722222
10192,Anson County Jeff Cloud Field,35.02055556,-80.07722222
10194,Fort Worth Alliance,32.98666667,-97.3175
10194,Fort Worth Alliance,32.98777778,-97.31888889
10194,Fort Worth Alliance,32.9875,-97.31888889
10194,Fort Worth Alliance,32.98944444,-97.31944444
10194,Fort Worth Alliance,32.98777778,-97.31888889
10194,Fort Worth Alliance,32.98944444,-97.31944444
10194,Fort Worth Alliance,32.99027778,-97.31944444
10195,Afyon Airport,38.735,30.59555556
10195,Afyon Airport,38.72638889,30.60111111
10196,Agadir/Inezgane,30.38055556,-9.54583333
10196,Inezgane,30.38138889,-9.54611111
10197,Muehlhausen,48.42611111,10.93305556
10197,Augsburg Airport,48.42444444,10.93222222
10197,Augsburg Airport,48.42527778,10.93194444
10198,Allegheny County,40.35472222,-79.93
10198,Allegheny County,40.35472222,-79.93
10198,Allegheny County,40.35444444,-79.93027778
10198,Allegheny County,40.35444444,-79.92916667
10198,Allegheny County,40.35444444,-79.93027778
10198,Allegheny County,40.35444444,-79.92916667
10199,La Garenne,44.17361111,0.59861111
10199,La Garenne,44.17388889,0.59305556
10199,Agen La Garenne,44.17388889,0.59305556
10199,Agen La Garenne,44.17472222,0.59055556
10199,La Garenne,44.17388889,0.59305556
10199,Agen La Garenne,44.17472222,0.59055556
10199,Agen La Garenne,44.17388889,0.59305556
10200,Angoram Airport,-4.06583333,144.0738889
10201,Angelholm-Helsingborg,56.29305556,12.8625
10201,Angelholm-Helsingborg,56.29583333,12.84972222
10201,Angelholm,56.29166667,12.855
10201,Angelholm,56.29111111,12.855
10201,Angelholm,56.29166667,12.855
10201,Angelholm,56.29111111,12.855
10202,Kagua Airport,-6.40333333,143.8466667
10203,Wanigela Airport,-9.34027778,149.1552778
10203,Wanigela Airport,-9.3375,149.1555556
10204,Angoon Seaplane Base,57.50388889,-134.5833333
10205,Malaga Airport,36.67166667,-4.49805556
10205,Malaga Airport,36.675,-4.49916667
10205,Malaga Airport,36.67972222,-4.49583333
10205,Malaga Airport,36.68,-4.49583333
10205,Malaga Costa del Sol,36.68,-4.49583333
10205,Malaga Airport,36.675,-4.49916667
10205,Malaga Costa del Sol,36.68,-4.49583333
10205,Malaga Airport,36.67972222,-4.49583333
10206,Agrinion New,38.60416667,21.35194444
10206,Agrinion Airport,38.60194444,21.35111111
10207,Agra Airport,27.15833333,77.96277778
10207,Agra Airport,27.15777778,77.96083333
10208,Bush Field,33.36916667,-81.96444444
10208,Augusta Regional at Bush Field,33.36916667,-81.96444444
10208,Augusta Regional at Bush Field,33.37,-81.96444444
10209,Guarani International,-25.45555556,-54.84361111
10210,Jesus Teran International,21.70555556,-102.3177778
10210,Jesus Teran International,21.70083333,-102.3180556
10210,Jesus Teran International,21.70555556,-102.3177778
10211,Oswaldo Guevara Mujica,9.55222222,-69.23333333
10211,Oswaldo Guevara Mujica,9.55333333,-69.2375
10212,Agatti Island Airport,10.83333333,72.2
10213,Naha AB,26.19194444,127.6477778
10214,Abha Airport,18.23861111,42.655
10214,Abha Airport,18.24027778,42.65666667
10214,Abha Airport,18.24027778,42.65638889
10214,Abha Airport,18.24027778,42.65666667
10214,Abha Airport,18.24027778,42.65638889
10215,Ardmore Airport,34.14694444,-97.12277778
10215,Ardmore Downtown Executive,34.14694444,-97.12277778
10216,Athens Municipal,33.94833333,-83.32694444
10216,Athens/Ben Epps,33.94861111,-83.32638889
10216,Athens/Ben Epps,33.94861111,-83.32583333
10216,Athens/Ben Epps,33.94861111,-83.32638889
10216,Athens/Ben Epps,33.94861111,-83.32583333
10217,Alghero,40.63055556,8.28888889
10217,Alghero,40.63222222,8.29083333
10217,Alghero Fertilia,40.63222222,8.29083333
10217,Alghero,40.63222222,8.29083333
10217,Alghero Fertilia,40.63222222,8.29083333
10217,Alghero,40.63222222,8.29083333
10218,Ahuas Airport,15.47277778,-84.35138889
10218,Ahuas Airport,15.47277778,-84.35305556
10218,Auas,15.47277778,-84.35305556
10218,Ahuas Airport,15.47277778,-84.35305556
10218,Auas,15.47277778,-84.35305556
10219,Amchitka,51.37861111,179.2586111
10220,Cherif El Idrissi International,35.17972222,-3.83694444
10220,Cherif El Idrissi International,35.17722222,-3.83944444
10221,Alliance Municipal,42.05166667,-102.8066667
10221,Alliance Municipal,42.05333333,-102.8038889
10221,Alliance Municipal,42.05333333,-102.8036111
10221,Alliance Municipal,42.05333333,-102.8038889
10221,Alliance Municipal,42.05333333,-102.8036111
10222,Anita Bay Airport,56.19,-132.4458333
10223,Anderson Municipal-Darlington Field,40.10861111,-85.61305556
10223,Anderson Municipal-Darlington Field,40.10861111,-85.61305556
10224,Aiken Municipal,33.65,-81.68472222
10224,Aiken Municipal,33.64944444,-81.685
10224,Aiken Regional,33.64944444,-81.685
10225,Wainwright Airport,70.63055556,-160.0430556
10225,Wainwright Airport,70.63805556,-159.9947222
10226,Aitutaki Airport,-18.85,-159.75
10226,Aitutaki Airport,-18.83722222,-159.7611111
10226,Aitutaki Airport,-18.8375,-159.7611111
10226,Aitutaki Airport,-18.83694444,-159.7608333
10226,Aitutaki Airport,-18.83722222,-159.7611111
10226,Aitutaki Airport,-18.83694444,-159.7608333
10226,Aitutaki Airport,-18.83694444,-159.7611111
10227,Bader Field,39.36,-74.46
10227,Bader Field,39.36,-74.45722222
10228,Lee C Fine Memorial,38.09833333,-92.54722222
10228,Lee C Fine Memorial,38.09611111,-92.54944444
10229,Ajaccio/Campo Dell Oro,41.92416667,8.80305556
10229,Napoleon Bonaparte,41.92166667,8.80111111
10229,Ajaccio Napoleon Bonaparte,41.92166667,8.80111111
10229,Ajaccio Napoleon Bonaparte,41.92388889,8.8025
10229,Napoleon Bonaparte,41.92166667,8.80111111
10229,Ajaccio Napoleon Bonaparte,41.92388889,8.8025
10230,Al Jouf,29.8,40.06666667
10230,Al Jouf,29.785,40.1
10231,Akjoujt Airport,19.73055556,-14.37444444
10231,Akjoujt Airport,19.72805556,-14.38527778
10232,Lengpui,23.84055556,92.61972222
10233,Ouani,-12.12638889,44.42972222
10233,Ouani,-12.13222222,44.43027778
10233,Ouani,-12.13111111,44.43055556
10233,Ouani,-12.13222222,44.43027778
10233,Ouani,-12.13111111,44.43055556
10234,Arvidsjaur Airport,65.58611111,19.2825
10234,Arvidsjaur Airport,65.59027778,19.28194444
10234,Arvidsjaur Airport,65.59166667,19.2775
10235,Santa Maria,-10.98388889,-37.07027778
10235,Santa Maria International,-10.98388889,-37.07027778
10236,Manu Dayak,16.96416667,7.99305556
10236,Manu Dayak,16.96611111,8.00027778
10236,Manu Dayak,16.96611111,8
10236,Mano Dayak,16.96611111,8
10236,Manu Dayak,16.96611111,8.00027778
10236,Mano Dayak,16.96611111,8
10236,Mano Dayak,16.96083333,8.00916667
10237,Atka Airport,52.22027778,-174.2069444
10237,Atka Airport,52.22055556,-174.2061111
10238,Akron Fulton International,41.0375,-81.46694444
10239,Kufra,24.2,23.33333333
10239,Kufra,24.17888889,23.31388889
10239,Kufra,24.17888889,23.31388889
10241,Akiak Airport,60.90555556,-161.2233333
10241,Akiak Airport,60.90277778,-161.2305556
10242,Asahikawa Airport,43.67083333,142.4516667
10242,Asahikawa Airport,43.67083333,142.4513889
10242,Asahikawa Airport,43.67083333,142.4475
10243,Akhiok Airport,56.945,-154.1666667
10243,Akhiok Airport,56.93861111,-154.1825
10244,Auckland International,-37.01111111,174.7991667
10244,Auckland International,-37.00805556,174.7916667
10244,Auckland International,-37.01194444,174.7863889
10245,King Salmon Airport,58.67777778,-156.6516667
10245,King Salmon Airport,58.67638889,-156.6486111
10246,Akron Washington County,40.17555556,-103.2222222
10246,Colorado Plains Regional,40.17555556,-103.2219444
10247,Anaktuvuk Pass Airport,68.1375,-151.74
10247,Anaktuvuk Pass Airport,68.13361111,-151.7433333
10248,Akure Airport,7.25833333,5.30416667
10248,Akure Airport,7.24666667,5.30111111
10249,Auki Airport,-8.69777778,160.6808333
10249,Auki Airport,-8.7025,160.6816667
10249,Auki Gwaunaru University,-8.7025,160.6816667
10249,Auki Airport,-8.7025,160.6816667
10250,Akrotiri Airport,34.59027778,32.9875
10250,Akrotiri Airport,34.59027778,32.98777778
10251,Aktyubinsk Airport,50.25,57.21666667
10251,Aktyubinsk Airport,50.25,57.21666667
10252,Akyab Airport,20.13027778,92.88027778
10252,Sittwe Airport,20.13027778,92.88027778
10252,Sittwe Airport,20.13277778,92.8725
10252,Sittwe Airport,20.13333333,92.87055556
10253,Albertville Regional-Thomas J Brumlik Field,34.22916667,-86.25583333
10254,Shelby County,33.17694444,-86.78277778
10254,Shelby County,33.17777778,-86.78333333
10255,Madison County Executive/Tom Sharp Jr. Field,34.86138889,-86.5575
10255,Madison County Executive/Tom Sharp Jr. Field,34.85944444,-86.5575
10255,Huntsville Executive Airport Tom Sharp Jr,34.85944444,-86.5575
10255,Madison County Executive Tom Sharp Jr Field,34.86138889,-86.5575
10255,Huntsville Executive Airport Tom Sharp Jr,34.85944444,-86.5575
